Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides IEF1_1	Peptides IEF1_2	Peptides IEF2_1	Peptides IEF2_2	Razor + unique peptides IEF1_1	Razor + unique peptides IEF1_2	Razor + unique peptides IEF2_1	Razor + unique peptides IEF2_2	Unique peptides IEF1_1	Unique peptides IEF1_2	Unique peptides IEF2_1	Unique peptides IEF2_2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Fraction 13	Fraction 14	Fraction 15	Fraction 16	Fraction 17	Fraction 18	Fraction 19	Fraction 20	Fraction 21	Fraction 22	Fraction 23	Fraction 24	Q-value	Score	Identification type IEF1_1	Identification type IEF1_2	Identification type IEF2_1	Identification type IEF2_2	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Ratio H/L IEF1_1	Ratio H/L IEF1_2	Ratio H/L IEF2_1	Ratio H/L IEF2_2	Ratio H/L normalized IEF1_1	Ratio H/L normalized IEF1_2	Ratio H/L normalized IEF2_1	Ratio H/L normalized IEF2_2	Ratio H/L variability [%] IEF1_1	Ratio H/L variability [%] IEF1_2	Ratio H/L variability [%] IEF2_1	Ratio H/L variability [%] IEF2_2	Ratio H/L count IEF1_1	Ratio H/L count IEF1_2	Ratio H/L count IEF2_1	Ratio H/L count IEF2_2	Ratio H/L iso-count IEF1_1	Ratio H/L iso-count IEF1_2	Ratio H/L iso-count IEF2_1	Ratio H/L iso-count IEF2_2	Ratio H/L type IEF1_1	Ratio H/L type IEF1_2	Ratio H/L type IEF2_1	Ratio H/L type IEF2_2	Sequence coverage IEF1_1 [%]	Sequence coverage IEF1_2 [%]	Sequence coverage IEF2_1 [%]	Sequence coverage IEF2_2 [%]	Intensity	Intensity L	Intensity H	Intensity IEF1_1	Intensity L IEF1_1	Intensity H IEF1_1	Intensity IEF1_2	Intensity L IEF1_2	Intensity H IEF1_2	Intensity IEF2_1	Intensity L IEF2_1	Intensity H IEF2_1	Intensity IEF2_2	Intensity L IEF2_2	Intensity H IEF2_2	Only identified by site	Reverse	Potential contaminant	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	genename	Fastas	Human_GN	UniprotID	Normalized Ratio L/H	Normalized Ratio L/H IEF1_1	Normalized Ratio L/H IEF1_2	Normalized Ratio L/H IEF2_1	Normalized Ratio L/H IEF2_2	significant
O94855	O94855	4	4	4	Protein transport protein Sec24D	SEC24D	sp|O94855|SC24D_HUMAN Protein transport protein Sec24D OS=Homo sapiens GN=SEC24D PE=1 SV=2	1	4	4	4	4	3	1	1	4	3	1	1	4	3	1	1	7.3	7.3	7.3	113.01	1032	1032	19.5											1.0	1.0			1.0	1.0					2.0		1.0	4.0	0.0	23.529	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.2112	1.6380000000000001	9.7986	9	0	Leave out requantified	1.1172	1.0959999999999999			1.4927	1.5295			10.376	11.558			4	3	1	1	0	0	0	0	Leave out requantified	Median	Median	Median	7.3	5.5	1.6	1.6	320630000	152860000	167770000	182010000	88826000	93187000	90348000	44188000	46160000	25719000	10892000	14827000	22545000	8951000	13594000				9051;9293;14778;23237	True;True;True;True	9518;9772;15825;24795	59968;59969;59970;59971;59972;61684;61685;99128;99129;150926;150927	50724;50725;52164;52165;83277;83278;128116;128117	50724;52165;83278;128116			SEC24D	['sp|O94855|SC24D_HUMAN Protein transport protein Sec24D OS=Homo sapiens GN=SEC24D PE=1 SV=2']	SEC24D	O94855	-0.768546082404258	-0.6113719395409745	-0.5835251290986192			True
O94973;P18484;P17427;Q0VCK5	O94973;P18484;P17427;Q0VCK5	13;10;10;8	10;7;7;5	10;7;7;5	AP-2 complex subunit alpha-2	AP2A2;Ap2a2	sp|O94973|AP2A2_HUMAN AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2;sp|P18484|AP2A2_RAT AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3;sp|P17427|AP2A2_MOUSE AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 	4	13	10	10	8	10	6	8	6	8	5	6	6	8	5	6	20.3	16.1	16.1	103.96	939	939;938;938;938	10.8	1.0	3.0	4.0	3.0	4.0	2.0	1.0					2.0	6.0	2.0	2.0	2.0	1.0						1.0	5.0	0.0	59.535	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.8837299999999999	1.2271	6.2874	35	0	Leave out requantified	0.8917799999999999	0.88976	0.8688100000000001	0.8697799999999999	1.215	1.2117	1.2936	1.2830000000000001	7.412000000000001	7.4466	4.5508	6.5142	9	13	7	6	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	14.2	16.9	8.6	10.2	2277800000	1203400000	1074300000	753910000	387950000	365960000	1006000000	531290000	474690000	209550000	120660000	88894000	308310000	163520000	144780000				1931;5408;6068;7074;8575;9100;13551;14698;15414;19741;20588;21300;21836	True;True;True;True;False;True;True;False;True;True;True;False;True	2037;5662;6361;7422;9026;9572;14277;15739;16506;21108;22008;22753;23325	15217;36608;40159;40160;40161;40162;40163;40164;40165;47722;47723;47724;47725;56618;56619;56620;60345;60346;60347;90029;90030;90031;90032;90033;90034;98692;102537;102538;102539;102540;102541;102542;127684;127685;127686;127687;127688;127689;132752;132753;137779;137780;137781;137782;137783;137784;137785;137786;141953;141954;141955	13169;31132;31133;34161;34162;40515;40516;40517;40518;47968;47969;51077;51078;51079;75341;75342;75343;75344;75345;75346;75347;75348;82877;86177;86178;108198;108199;108200;108201;108202;108203;108204;112687;112688;117022;117023;117024;117025;117026;117027;117028;120450;120451;120452	13169;31133;34162;40516;47968;51077;75347;82877;86177;108201;112687;117025;120450			AP2A2	['sp|O94973|AP2A2_HUMAN AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2 PE=1 SV=2', 'sp|P18484|AP2A2_RAT AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3', 'sp|P17427|AP2A2_MOUSE AP-2 complex subunit alpha-2 OS=Mus musculus GN=Ap2a2 PE=1 ']	AP2A2	O94973	-0.31378653724048094	-0.2862442105352683	-0.28276547816806513	-0.3622735845899871	-0.36925108778585597	True
Q5R4F4;O94979;Q3UPL0;Q9Z2Q1	Q5R4F4;O94979	5;5;2;2	5;5;2;2	5;5;2;2	Protein transport protein Sec31A	SEC31A	sp|Q5R4F4|SC31A_PONAB Protein transport protein Sec31A OS=Pongo abelii GN=SEC31A PE=2 SV=1;sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	4	5	5	5	5	5	3	4	5	5	3	4	5	5	3	4	6.9	6.9	6.9	121.68	1106	1106;1220;1230;1249	12.5		7.0	2.0			4.0		1.0	3.0	2.0	3.0	4.0	1.0									3.0	9.0	2.0	0.0	31.221	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.88674	1.262	4.2715	41	0	Leave out requantified	0.87331	0.87687	0.90594	0.93101	1.2109999999999999	1.2155	1.3497	1.3623	6.5371	4.7754	5.0814	6.7802	16	12	5	8	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	6.9	6.9	4.4	5.2	3191900000	1661900000	1530000000	1005500000	525540000	479970000	1238000000	641270000	596770000	256960000	134090000	122870000	691390000	360970000	330420000				10442;14002;14468;15458;20482	True;True;True;True;True	10996;14744;14745;15413;15414;16553;21899	69569;69570;69571;69572;93168;93169;93170;93171;93172;93173;96916;96917;96918;96919;96920;96921;96922;96923;96924;96925;96926;96927;96928;96929;102795;102796;102797;102798;102799;102800;102801;102802;102803;102804;102805;102806;102807;102808;132109;132110;132111	58787;58788;78011;78012;78013;78014;78015;81373;81374;81375;81376;81377;81378;81379;81380;81381;81382;86402;86403;86404;86405;86406;86407;86408;86409;86410;86411;86412;86413;86414;86415;86416;86417;86418;86419;86420;86421;86422;86423;86424;112178;112179	58788;78014;81380;86421;112178	301;302	412;595	SEC31A	['sp|Q5R4F4|SC31A_PONAB Protein transport protein Sec31A OS=Pongo abelii GN=SEC31A PE=2 SV=1', 'sp|O94979|SC31A_HUMAN Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3']	SEC31A	Q5R4F4	-0.3186920326817237	-0.25605022604976424	-0.26171220827811786	-0.4226483803271394	-0.4673972162826715	True
O95081	O95081	1	1	1	Arf-GAP domain and FG repeat-containing protein 2	AGFG2	sp|O95081|AGFG2_HUMAN Arf-GAP domain and FG repeat-containing protein 2 OS=Homo sapiens GN=AGFG2 PE=1 SV=2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.7	3.7	3.7	48.961999999999996	481	481	5.0					4.0																				0.005578499999999999	5.9621	By MS/MS	By MS/MS	By matching	By matching	1.1256	1.5859	9.9553	4	0	Median													1	1	1	1	0	0	0	0	Median	Median	Median	Median	3.7	3.7	3.7	3.7	72805000	36531000	36275000	36587000	20150000	16437000	20346000	9249600	11096000	10424000	4828500	5595700	5448200	2302600	3145600				18173	True	19428	117652;117653;117654;117655	99022;99023	99023			AGFG2	['sp|O95081|AGFG2_HUMAN Arf-GAP domain and FG repeat-containing protein 2 OS=Homo sapiens GN=AGFG2 PE=1 SV=2']	AGFG2	O95081	-0.6628032056550589					True
O95197;Q5RBL9;Q08D83;Q6RJR6;Q9ES97	O95197;Q5RBL9;Q08D83;Q6RJR6;Q9ES97	2;1;1;1;1	2;1;1;1;1	2;1;1;1;1	Reticulon-3	RTN3;Rtn3	sp|O95197|RTN3_HUMAN Reticulon-3 OS=Homo sapiens GN=RTN3 PE=1 SV=2;sp|Q5RBL9|RTN3_PONAB Reticulon-3 OS=Pongo abelii GN=RTN3 PE=2 SV=1;sp|Q08D83|RTN3_BOVIN Reticulon-3 OS=Bos taurus GN=RTN3 PE=2 SV=1;sp|Q6RJR6|RTN3_RAT Reticulon-3 OS=Rattus norvegicus GN=Rt	5	2	2	2	2	2	1	1	2	2	1	1	2	2	1	1	4.8	4.8	4.8	112.61	1032	1032;236;256;940;964	9.38				3.0	3.0																			2.0	0.0	13.815	By MS/MS	By MS/MS	By matching	By MS/MS	0.9527899999999999	1.3277	0.29784	8	0	Leave out requantified	0.94478	0.99285			1.2734	1.3785			1.9077	10.792			3	3	1	1	0	0	0	0	Median	Median	Median	Median	4.8	4.8	3.8	3.8	698480000	357750000	340730000	344210000	172980000	171230000	241090000	123530000	117560000	23191000	11763000	11428000	89993000	49478000	40516000				517;20309	True;True	538;21712	3849;3850;3851;3852;3853;3854;131184;131185	3228;3229;3230;3231;3232;111336	3232;111336			RTN3	['sp|O95197|RTN3_HUMAN Reticulon-3 OS=Homo sapiens GN=RTN3 PE=1 SV=2', 'sp|Q5RBL9|RTN3_PONAB Reticulon-3 OS=Pongo abelii GN=RTN3 PE=2 SV=1', 'sp|Q08D83|RTN3_BOVIN Reticulon-3 OS=Bos taurus GN=RTN3 PE=2 SV=1', 'sp|Q6RJR6|RTN3_RAT Reticulon-3 OS=Rattus norvegicus GN=Rt']	RTN3	O95197	-0.4223391485675712	-0.3695347906431319	-0.4409250074403722			True
O95208;Q9Z1Z3;Q8CHU3	O95208;Q9Z1Z3;Q8CHU3	2;1;1	2;1;1	2;1;1	Epsin-2	EPN2;Epn2	sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3;sp|Q9Z1Z3|EPN2_RAT Epsin-2 OS=Rattus norvegicus GN=Epn2 PE=1 SV=1;sp|Q8CHU3|EPN2_MOUSE Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1	3	2	2	2	2	2	0	1	2	2	0	1	2	2	0	1	5.8	5.8	5.8	68.48100000000001	641	641;583;595	10.0				3.0															2.0						0.0	11.957	By MS/MS	By MS/MS		By matching	1.0529	1.4684	12.057	5	0	Leave out requantified	1.2347	1.0115			1.6811	1.3665			3.4728	11.695			2	2	0	1	0	0	0	0	Median	Median	Median	Median	5.8	5.8	0.0	4.2	140860000	65814000	75044000	50654000	21757000	28898000	76500000	36382000	40117000	0	0	0	13704000	7674900	6028700				4018;13174	True;True	4217;13887	28829;28830;28831;87554;87555	24524;73245;73246	24524;73245			EPN2	['sp|O95208|EPN2_HUMAN Epsin-2 OS=Homo sapiens GN=EPN2 PE=1 SV=3', 'sp|Q9Z1Z3|EPN2_RAT Epsin-2 OS=Rattus norvegicus GN=Epn2 PE=1 SV=1', 'sp|Q8CHU3|EPN2_MOUSE Epsin-2 OS=Mus musculus GN=Epn2 PE=1 SV=1']	EPN2	O95208	-0.566477393749529	-0.7556450078118302	-0.4677736506963758			True
O95235;Q29RT6;P97329	O95235	6;2;1	6;2;1	6;2;1	Kinesin-like protein KIF20A	KIF20A	sp|O95235|KI20A_HUMAN Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1	3	6	6	6	4	4	6	5	4	4	6	5	4	4	6	5	8.2	8.2	8.2	100.28	890	890;888;887	11.4		1.0	7.0		4.0							4.0			2.0	2.0	3.0	4.0	4.0						0.0	36.269	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.46365	0.69248	34.499	25	0	Leave out requantified	0.5416300000000001	0.56085	0.46365	0.41398	0.72712	0.7633300000000001	0.69248	0.60836	71.047	66.781	10.323	10.285	8	6	6	5	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	5.5	5.4	8.2	6.9	1049100000	721850000	327250000	247510000	155930000	91584000	284660000	192450000	92208000	205990000	142700000	63298000	310930000	230770000	80158000				491;4054;8808;11106;11378;11883	True;True;True;True;True;True	512;4257;9265;11689;11989;12510	3733;3734;3735;3736;28988;28989;28990;28991;58289;58290;58291;73459;73460;73461;73462;73463;73464;73465;73466;73467;73468;73469;73470;73471;73472;73473;75565;78756;78757;78758;78759	3132;3133;24646;24647;24648;24649;49421;49422;49423;49424;61816;61817;61818;61819;61820;61821;61822;61823;61824;61825;61826;61827;61828;61829;61830;61831;61832;63529;66189;66190;66191;66192	3133;24648;49421;61828;63529;66189			KIF20A	['sp|O95235|KI20A_HUMAN Kinesin-like protein KIF20A OS=Homo sapiens GN=KIF20A PE=1 SV=1']	KIF20A	O95235	0.6167829680020941	0.4331359844317467	0.38303579216994466	0.5437309691453327	0.7018383769770307	True
Q0MQB6;P0CB90;P0CB89;O95299;Q0MQB7	Q0MQB6;P0CB90;P0CB89;O95299;Q0MQB7	6;6;6;6;5	6;6;6;6;5	6;6;6;6;5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUFA10	sp|Q0MQB6|NDUAA_GORGO NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Gorilla gorilla gorilla GN=NDUFA10 PE=2 SV=1;sp|P0CB90|NDUAA_PONPY NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Pongo p	5	6	6	6	5	5	2	2	5	5	2	2	5	5	2	2	20.3	20.3	20.3	40.591	355	355;355;355;355;355	12.7			4.0		2.0	3.0					1.0						4.0	2.0	4.0	3.0					0.0	38.593	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.95224	1.3131	2.4592	16	0	Leave out requantified	0.9763299999999999	0.98264	0.8262200000000001	0.74763	1.349	1.3596	1.1959	1.0471	1.7534	1.9864	5.44	12.056	6	6	2	2	0	0	0	0	Leave out requantified	Leave out requantified	Median	Median	20.0	16.9	6.2	7.6	2105600000	940580000	1165000000	879540000	366230000	513310000	1048800000	476270000	572530000	87708000	45513000	42195000	89551000	52565000	36986000				9950;11019;11074;12643;21522;23323	True;True;True;True;True;True	10488;11600;11657;13312;22990;24885	66428;66429;66430;66431;66432;66433;66434;66435;66436;66437;66438;72932;72933;72934;73250;84071;84072;139568;139569;151439;151440;151441;151442	56162;56163;56164;56165;56166;56167;56168;56169;56170;61420;61421;61678;70493;70494;118523;118524;128557;128558;128559	56169;61421;61678;70493;118524;128557			NDUFA10	['sp|Q0MQB6|NDUAA_GORGO NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Gorilla gorilla gorilla GN=NDUFA10 PE=2 SV=1', 'sp|P0CB90|NDUAA_PONPY NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Pongo p']	NDUFA10	Q0MQB6	-0.42150610940857103	-0.41692522774325275	-0.42601220350477464	-0.28975885933594336	-0.15092501337543995	True
O95302;Q2KJC8	O95302;Q2KJC8	3;2	3;2	3;2	Peptidyl-prolyl cis-trans isomerase FKBP9	FKBP9	sp|O95302|FKBP9_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2;sp|Q2KJC8|FKBP9_BOVIN Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Bos taurus GN=FKBP9 PE=2 SV=1	2	3	3	3	3	3	0	1	3	3	0	1	3	3	0	1	6.8	6.8	6.8	63.083	570	570;574	14.3						3.0							2.0	2.0	1.0	3.0	1.0							2.0	0.0	17.852	By MS/MS	By MS/MS		By MS/MS	1.1673	1.6121	29.362	12	0	Leave out requantified	1.1105	1.1673		2.1969	1.5062	1.6121		3.2553	26.053	40.202		55.056000000000004	5	5	0	2	0	0	0	0	Leave out requantified	Leave out requantified	Median	Median	6.8	6.8	0.0	1.6	910680000	348000000	562680000	441960000	164000000	277960000	376460000	151930000	224530000	0	0	0	92254000	32074000	60180000				9847;17043;23007	True;True;True	10379;18232;24550	65691;65692;65693;65694;65695;65696;65697;65698;65699;111432;111433;111434;149485;149486	55507;93875;93876;93877;126844;126845	55507;93875;126845			FKBP9	['sp|O95302|FKBP9_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2', 'sp|Q2KJC8|FKBP9_BOVIN Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Bos taurus GN=FKBP9 PE=2 SV=1']	FKBP9	O95302	-0.7152843581125381	-0.6026938536953677	-0.6744527169447423		-1.7059978489558694	True
O95336;Q2TBQ8	O95336	5;1	5;1	5;1	6-phosphogluconolactonase	PGLS	sp|O95336|6PGL_HUMAN 6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2	2	5	5	5	3	3	2	4	3	3	2	4	3	3	2	4	34.1	34.1	34.1	27.546999999999997	258	258;258	10.2	1.0		3.0			2.0	2.0	2.0	5.0			1.0		2.0	2.0		2.0	2.0	1.0						0.0	31.209	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.8841899999999999	1.2678	4.3314	23	0	Leave out requantified	0.9189299999999999	0.87602	0.8822200000000001	0.84944	1.2833	1.2115	1.3031	1.2574	2.2252	6.9702	7.5852	4.8234	5	5	6	7	0	0	0	0	Leave out requantified	Leave out requantified	Leave out requantified	Leave out requantified	19.0	19.0	10.5	25.6	2418200000	1287100000	1131100000	649620000	361270000	288350000	731860000	385860000	346000000	364270000	190820000	173460000	672410000	349140000	323270000				200;4423;11420;17047;20611	True;True;True;True;True	206;4640;12032;18236;22031	1580;31023;31024;31025;31026;31027;31028;31029;31030;31031;31032;31033;31034;31035;75841;75842;75843;111440;111441;111442;111443;132883;132884;132885;132886	1305;26383;26384;26385;26386;26387;26388;26389;26390;26391;26392;63792;63793;63794;93885;93886;93887;93888;112799;112800;112801;112802;112803;112804;112805	1305;26384;63793;93887;112805			PGLS	['sp|O95336|6PGL_HUMAN 6-phosphogluconolactonase OS=Homo sapiens GN=PGLS PE=1 SV=2']	PGLS	O95336	-0.3145372948921678	-0.32951133353187434	-0.2603130436062074	-0.3843713427535348	-0.33511259896877205	True
O95363	O95363	3	3	3	Phenylalanine--tRNA ligase, mitochondrial	FARS2	sp|O95363|SYFM_HUMAN Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=FARS2 PE=1 SV=1	1	3	3	3	3	2	2	3	3	2	2	3	3	2	2	3	7.1	7.1	7.1	52.356	451	451	16.7						4.0												2.0	2.0	2.0	3.0	3.0			0.0	18.299	By MS/MS	By matching	By matching	By MS/MS	0.91866	1.3206	10.898	16	0	Leave out requantified	0.9700700000000001	0.9780399999999999	0.81788	0.74324	1.3385	1.3351	1.2144	1.0938	0.44185	3.612	14.159	4.6815	6	5	2	3	0	0	0	0	Leave out requantified	Leave out requantified	Median	Leave out requantified	7.1	5.3	4.7	7.1	555730000	284340000	271390000	237240000	118470000	118760000	226370000	112810000	113560000	31416000	17398000	14018000	60710000	35656000	25054000				1444;7668;12720	True;True;True	1524;8038;13394	10941;10942;10943;10944;10945;10946;10947;10948;10949;51614;51615;51616;84532;84533;84534;84535	9337;43750;70810	9337;43750;70810			FARS2	['sp|O95363|SYFM_HUMAN Phenylalanine--tRNA ligase, mitochondrial OS=Homo sapiens GN=FARS2 PE=1 SV=1']	FARS2	O95363	-0.3697118897659785	-0.4076452214796988	-0.41924270581583667	-0.27512206127470823	-0.1424286997672849	True
O95394;F1RQM2;Q9CYR6	O95394	5;2;2	5;2;2	5;2;2	Phosphoacetylglucosamine mutase	PGM3	sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1	3	5	5	5	5	2	1	1	5	2	1	1	5	2	1	1	14.9	14.9	14.9	59.851000000000006	542	542;542;542	14.7			2.0	1.0						1.0	1.0		1.0			1.0	3.0	4.0	4.0	1.0					0.0	30.049	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.5545800000000001	0.77245	13.625	16	0	Leave out requantified	0.5545800000000001	0.5332899999999999	0.55124	0.54527	0.77245	0.73345	0.83775	0.7608	14.100999999999999	1.8371	6.7668	13.883	6	5	2	3	0	0	0	0	Leave out requantified	Leave out requantified	Median	Median	14.9	5.5	2.4	2.4	2118500000	1378600000	739980000	682410000	440420000	241980000	1003500000	663350000	340120000	249010000	153820000	95190000	183640000	120960000	62686000				638;6910;13276;16077;20974	True;True;True;True;True	670;7249;13994;17225;22417	4720;4721;4722;4723;4724;4725;4726;4727;4728;4729;4730;4731;46570;46571;46572;88175;106494;135771;135772	4012;4013;4014;4015;4016;4017;4018;39632;39633;39634;73803;89757;115344;115345	4012;39632;73803;89757;115344			PGM3	['sp|O95394|AGM1_HUMAN Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1']	PGM3	O95394	0.35842353398717225	0.399048045144674	0.4557304885426898	0.294086544968462	0.304428665047335	True
O95396;A5GFZ6	O95396	5;2	5;2	5;2	Adenylyltransferase and sulfurtransferase MOCS3;Molybdopterin-synthase adenylyltransferase;Molybdopterin-synthase sulfurtransferase	MOCS3	sp|O95396|MOCS3_HUMAN Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1	2	5	5	5	2	2	2	3	2	2	2	3	2	2	2	3	17.8	17.8	17.8	49.669	460	460;455	4.3		1.0	7.0	1.0												1.0									0.0	29.951	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0.57234	0.7963	8.4209	7	0	Leave out requantified	0.58212	0.5212	0.7005399999999999		0.80681	0.71311	1.0417		1.8542	24.366999999999997	33.38		2	2	2	1	0	0	0	0	Median	Median	Median	Median	8.7	7.0	7.0	9.1	170860000	116090000	54769000	63666000	39212000	24454000	43115000	27623000	15493000	10198000	5892600	4305000	53878000	43361000	10517000				9388;11297;17170;17523;18438	True;True;True;True;True	9876;11899;18364;18738;19706	62333;62334;62335;74963;74964;74965;74966;112072;113967;119275	52633;63003;63004;63005;63006;63007;63008;94362;95816;100704	52633;63003;94362;95816;100704			MOCS3	['sp|O95396|MOCS3_HUMAN Adenylyltransferase and sulfurtransferase MOCS3 OS=Homo sapiens GN=MOCS3 PE=1 SV=1']	MOCS3	O95396	0.3129466846765169	0.32912704871036375	0.4888136801811352	-0.051700305114639696		True
O95429	O95429	1	1	1	BAG family molecular chaperone regulator 4	BAG4	sp|O95429|BAG4_HUMAN BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	3.1	3.1	3.1	49.593	457	457	1.0	3.0																								0.0062291000000000004	5.9005	By matching		By MS/MS	By MS/MS	0.5119	0.75051	109.74	3	0	Median													1	0	1	1	0	0	0	0	Median	Median	Median	Median	3.1	0.0	3.1	3.1	47192000	21339000	25853000	23522000	5487300	18035000	0	0	0	5125900	3280800	1845100	18544000	12571000	5972900				22169	True	23678	144452;144453;144454	122704;122705	122704			BAG4	['sp|O95429|BAG4_HUMAN BAG family molecular chaperone regulator 4 OS=Homo sapiens GN=BAG4 PE=1 SV=1']	BAG4	O95429	0.4739571165900926					True
O95571;Q3T094	O95571	3;1	3;1	3;1	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2	2	3	3	3	2	1	1	1	2	1	1	1	2	1	1	1	29.1	29.1	29.1	27.873	254	254;254	12.7	1.0			1.0	1.0																	3.0			0.0	18.338	By MS/MS	By MS/MS	By MS/MS	By matching	0.9426899999999999	1.3091	11.491	5	0	Leave out requantified	0.97234				1.359				9.1972				3	1	0	1	0	0	0	0	Median	Median	Median	Median	22.4	11.4	6.7	11.4	227510000	117350000	110160000	173170000	87015000	86153000	42751000	20897000	21854000	7413400	7413400	0	4172700	2020100	2152600				1733;8907;13385	True;True;True	1824;9369;14107	13470;13471;13472;58888;58889;88824	11558;11559;11560;49877;49878;74314	11560;49877;74314	312	149	ETHE1	['sp|O95571|ETHE1_HUMAN Persulfide dioxygenase ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2']	ETHE1	O95571	-0.406964301225469	-0.41101723792702033				True
